IDS,root,Reply,meta reply
16,," @emilian43268346 <COREF CAD=3 IDE=1>Bravo</COREF> tiene todo el derecho de exigir, lo único que está ""generación de oro"" ganó, y en penales, fue gracias al gran <COREF CAD=3 IDE=2>capitán</COREF> <COREF CAD=3 IDE=3>Claudio Bravo</COREF>, si bien para ganar una definición a penales también hay que convertirlos, los que más critican arrugaron en momentos claves...",
16,," @rodrigoimq Pero no lo <COREF CAD=1 IDE=1>eres</COREF>. Un reconocimiento a un grande, a un héroe para niños...un referente durante mucho tiempo dentro de <COREF CAD=4 IDE=2>la selección</COREF>...que con su garra hizo ganar y definir partidos, ese en <COREF CAD=3 IDE=3>@C1audioBravo</COREF>",
16,," @Marisol15936030 Estoy deacuerdo,ademas es el momento del recambio no hay mas q preparar a nuevos seleccionados para las proximas copas y eliminatorias.
Cualquier seleccionado sin pedir nada a cambio Feliz de ser llamado",
16,," @MaraAnglicaGut1 Muy de acuerdo, es el colmo <COREF CAD=13IDE=1>Bravo</COREF>, se pasó de desubicado, Chile primero siempre y si no quiere a <COREF CAD=4 IDE=2>la Roja</COREF>, muchas gracias y vamos por el recambio, hartas Lucas y premios que ganó <COREF CAD=3 IDE=3>Bravo</COREF>",
16,," @Vasault fuera de broma, independiente del odio hacia salah, <COREF CAD=3 IDE=1>bravo</COREF> debió aceptar porque juega para chile, debió pensar en su <COREF CAD=4 IDE=2>equipo</COREF> y su <COREF CAD=4 IDE=3>selección</COREF>, no en el <COREF CAD=5 IDE=4>técnico</COREF>, no es la primera <COREF CAD=2 IDE=5>polémica</COREF> de <COREF CAD=3 IDE=6>bravo</COREF> a estas alturas",
16,," @rubenca5 Si fuera el <COREF CAD=5 IDE=1>técnico</COREF>, jamás Chile hubiera ganado nada... así q quédate en la galería y mira como los muchachos nos dan lo q otros no fueron capaz...",
16,," @Marcelo23046296 Y si tanto le interesa al <COREF CAD=3 IDE=1>Sr. Bravo</COREF> el futuro de nuestro futbol, porque no saca unos 20.000 dolares de su bolsillo pa empezar a arreglar lo que tanto critica? Ahhh pero cuando lo pillaron acabronandose con los premios, se paso el futuro del futbol por la raja.",
16,," @Edo38029749 <COREF CAD=1 IDE=1>Tu</COREF> opinion, aunque valida, no es aplicable. <COREF CAD=3 IDE=2>Claudio</COREF> tiene el derecho que la ANFP le responda a su solicitud, como la ANFP tiene derecho a definir lo mejor para <COREF CAD=4 IDE=3>la Roja</COREF>",
16,," @JonathanCastro0 <COREF CAD=3 IDE=1>Bravo</COREF> endiosado... si no quiere estar, simplemente que no lo consideren mas.. o si se trata de las declaraciones de su espoza, que lo transparente directamente...",
16,,," @LOBHINO Sin <COREF CAD=2 IDE=1>polémica</COREF>, pero dijo variar verdades, los dirigentes tienen hundido al fútbol menores con las SA, trabajan los amigos de los amigos y por último Salah siempre fue bien penca como <COREF CAD=5 IDE=2>DT</COREF> "
16,," @SSerranoS <COREF CAD=3 IDE=1>Bravo</COREF> quería un entrenador de arqueros de buen nivel y el lo traía y pagaba. No lo aceptaron como el supertanker para los incendios. Si en <COREF CAD=1 IDE=2>tu</COREF> época <COREF CAD=4 IDE=3>la selección</COREF> hubiera tenido un entrenador bueno de penales, no se te hubiera ido gil.",
16,,, @del_frente Es un weón viejo y el fútbol es un trabajo y muy bien pagado. No puedes venir a imponer y menos hacer pataletas de pendejo de mierda. Es una weón ataoso.
16,, @9eac391665f14cf Tiene toda la razón <COREF CAD=3 IDE=1>Bravo</COREF> hace mucho rato que viene dando jugo si no quiere jugar que se valla no más después de todo ni van al mundial se lo farrearon,
16,, @miguelastro1976 Todos opinan y nunca han pisado una Cancha  hay que respetar la opinión de un <COREF CAD=1 IDE=1>ex seleccionado </COREF> muy livianas las opiniones aquí..<COREF CAD=3 IDE=2>bravo</COREF> gracias por todo y que vengan los que deseen estar sin condiciones en <COREF CAD=4 IDE=3>la selección</COREF>,
16,," @arielomacmetal Vidal Choca un auto, más encima copetiao y todos lo perdonamos Medel lo mismo....pa que hablar de Johnny.
  Pero somos tan weones que cuando nos dicen la verdad de manera frontal todos se escandalizan.
  Déjense de hablar weas periodistas culiaos. <COREF CAD=3 IDE=1>Bravo</COREF> es un Campeón!!",
16,," @veyakoYque <COREF CAD=1 IDE=1>Carlitos </COREF>eres bien tontito si es lo que pretende, <COREF CAD=3 IDE=2> el</COREF> se canso de las picanterías de camarin y además sabe que hay que darle tiraje a la chimenea, <COREF CAD=1 IDE=3>Ud </COREF>es solo una polilla en busca de las luces de las cámaras, también debe retirarse ya y dejar el lugar a otros",
16,," @Maurici60675412 El mal que tiene esta generación que les crece la billetera y les falta humildad, el típico hueon con plata y  agrandao que se olvida de sus orígenes y pierde la humildad.",
16,, @MarioPinchie <COREF CAD=1 IDE=1>Carlos</COREF> no tengas mala memoria <COREF CAD=1 IDE=2>tu</COREF> fuiste igual de rebelde  ahora si una persona dice la verdad  alguna s personas  les molesta,
17," @Emol <COREF CAD=1 IDE=1>Camila Vallejo</COREF> en picada contra <COREF CAD=2 IDE=2>petición</COREF> de 70 <COREF CAD=3 IDE=3>reos</COREF> de <COREF CAD=4 IDE=4>Punta Peuco</COREF>: ""<COREF CAD=2 IDE=5>Es</COREF> una <COREF CAD=5 IDE=6>patudez</COREF> tremenda"" http://bit.ly/2tPitaU ",,
17,, @rickibanez Una <COREF CAD=5 IDE=1>patudez</COREF> tremenda es lo que haces <COREF CAD=1 IDE=2>tu</COREF>. Si mencionar la otra <COREF CAD=5 IDE=3>patudez</COREF> de tu presidenta recién salida quien liberó a más de 1000 delincuentes  DELINCUENTES. Eso si es ser cara de raja.  Con la boquita cerrada se ve más bonita.,
17,, @Tio_Richi La verdad es que si es una <COREF CAD=5 IDE=1>patudez</COREF>impresionante la de <COREF CAD=3 IDE=2>estos pelientos asesinos</COREF>,
17,,, @Titinag1 A <COREF CAD=3 IDE=1>ellos</COREF> les tocó hacer la pega sucia que nos permitió librarnos de los comunachos
17,, @SniperCL22 Jajajja ahora es <COREF CAD=5 IDE=1>patudez</COREF> pero cuando la empresa de tu padre trabajo para el gobierno anterior dijiste NADA!!!!,
17,,, @PAMU21819456 Np. <COREF CAD=1 IDE=1>Tuvo</COREF> la <COREF CAD=5 IDE=2>patudez</COREF> de decir que era mentira.
17,," @LPavezm62 En pedir no hay engaños se mira a la cara para exigir legalidad mejor ni hablar d todos los corruptos de terno y corbata y en ese gobierno y nadie esta preso ni uno solo  ,,,eran invisibles comunistas",
17,, @mario071963 <COREF CAD=5 IDE=1>Patudez</COREF> la tuya <COREF CAD=1 IDE=2>Camila</COREF> que celebras dictaduras comunistas y criticas a tu país.,
17,, @JorgeEstay5 <COREF CAD=5 IDE=1>Patudes</COREF> es <COREF CAD=1 IDE=2>tu</COREF> tremendo  e inmerecido sueldo es patudeeeeeeeees.,
17,,,
17,," @GermanIllanes No tiene moral para tratar de <COREF CAD=5 IDE=1>patudo</COREF> a alguien.
El doble estándar de <COREF CAD=1 IDE=2>@camila_vallejo</COREF> eso es tremendo.",
17,," @rosselot74 Asi como la estupidez de apoyar en forma absoluta a dictaduras como la venezolana, cubana y un largo etc",
17,," @andresconei La verdad, no tiene otro nombre. No olvidar que son violadores de derechos humanos.",
17,," @PPerez2006 Y por que no??? Todos tienen derecho a ese tipo de <COREF CAD=2 IDE=1>peticiones</COREF>, o no estamos en democracia?",
17,, @godoyrosajuan oiga <COREF CAD=1 IDE=1>estimada</COREF> porque no la vi nunca pidiendo el cierre? ya pues... respondan...,
17,," @ic_alejandra Hay muchos humanos cumpliendo condena y seguirán sumándose🤔 y las políticas, los procesos, las ordenanzas, las leyes están en pleno apogeo, desarrollo y libertad!!!",
17,," @Pcoihuinhotmai1 <COREF CAD=1 IDE=1>@camila_vallejo</COREF> con que prestancia y altanería hablas de <COREF CAD=5 IDE=2>patudez</COREF>.... Si entregaste a este país con un 3%,de déficit..... <COREF CAD=1 IDE=3>Señorita</COREF> piense primero en sus actos antes de hablar sin pensar",
17,," @GloriaR13518293 Es una burla a las familias que perdieron a sus seres queridos. Ni con presidio.perpetuo.en cárceles comunes, como debe ser, no repararan el daño causado.",
18," @Emol <COREF CAD=1 IDE=1>Harboe</COREF> y <COREF CAD=2 IDE=2>Chahuán</COREF> instan a <COREF CAD=3 IDE=3>Guillier</COREF> a restarse de <COREF CAD=4 IDE=4>comitiva</COREF> que irá a <COREF CAD=5 IDE=5>La Haya</COREF>: ""Debería mirarlo por TV""  http://bit.ly/2tPDbHm ",,
18,, @esilvacuadra La casta político empresarial de este país es conservadora y muy intolerante. Bastó que <COREF CAD=3 IDE=1>@guillier</COREF> dijera lo mismo que planteó @AlbertoMayol en las primarias del FA sobre la posibilidad de un canje para darle salida soberana al mar a Bolivia para que se encandalizen!,
18,,," @analuisasa Es cierto, pero lo propuso en <COREF CAD=3 IDE=1>su</COREF> candidatura presidencial ?"
18,," @claudioparedesc Que irrespetuoso se puso <COREF CAD=1 IDE=1>@felipeharboe</COREF> parece q se le fueron los humos a la cabeza , no puede tratar así a un colega NM por tener una opinión diferente . No estoy  de acuerdo con <COREF CAD=3 IDE=2>@guillier</COREF> pero si con el bien trato. Lo exijo de nuestros políticos",
18,,," @felipedesf Claudio concuerdo en eso el respeto en política como en la vida es la piedra angular, lo demás viene después, mal Harboe</COREF>, siendo que lo encuentro de los buenos."
18,," @felixmarin Si piensa distinto es legítimo pero el equipo va tras el objetivo de hacer goles y <COREF CAD=3 IDE=1>el</COREF>, de hacer autogoles, que se baje. Necesitamos unidad de pensamiento y acción, si quiere pasear que se pague el pasaje y vaya para otro lado",
18,," @maxstange Muy bien senadores <COREF CAD=1 IDE=1>@felipeharboe</COREF> y <COREF CAD=2 IDE=2>@chahuan </COREF>este es un tema de Estado, y lo del senador <COREF CAD=3IDE=3>@guillier</COREF> es impresentable. Debilita la postura chilena. En Antofagasta no están nada de felices con su ""representante"".",
18,," @veropizarrov Somos miles quienes pensamos lo mismo! Este <COREF CAD=3 IDE=1>tipo</COREF> solo habla barbaridades, un inexperto con quien pasaremos vergüenza",
18,," @facrismaxy Ya metió la pata completa, no hay modo para corregir lo dicho, aunque lo bajarán. <COREF CAD=3 IDE=1>él</COREF> debe dar un paso al lado por su propia voluntad y dar una declaración digna.",
18,, @Karoferrari Completamente de acuerdo!!! Ese vende patria atornilla al revés! Que no haga mas daño y se reste...,
19," @Tele13_Radio «No <COREF CAD=1 IDE=1>conocemos </COREF>mucho de quiénes son estas personas que están llegando. ¿Qué sabemos de poesía <COREF CAD=2 IDE=2>haitiana</COREF>, de su literatura? Es muy duro escuchar discursos <COREF CAD=3 IDE=3>racistas</COREF> tan tranquilamente» <COREF CAD=4 IDE=4>María Emilia Tijoux</COREF> conversa de migración</COREF> en #NuevaMente.  http://bit.ly/2IvoMDH ",,
19,," @Jurel_Cesar No conozco de <COREF CAD=2 IDE=1>su</COREF> poesía, pero si de la pobreza que traen a Chile y eso no me gusta.",
19,, @masmaurynaz No tenemos por que saberlo.. los que llegan se deben adaptar a NUESTRA CULTURA mestiza.. si .. pero forjada siglos antes de que migraran a Chile otros mestizos.,
19,," @flaco_pablito No se trata de <COREF CAD=3 IDE=1>racismo</COREF>. Se trata de sentido común. Se trata de hacer las cosas bien, con orden y conforme a las leyes que nos rigen. Lo demás es un discurso buenista que le esta permitiendo a mafias hacer un verdadero tráfico de personas .",
19,," @ceridread Con suerte el chileno medio conoce su propia cultura, sus escritores... foco y contexto mal entendido, no podrás correr sino sabes caminar.",
19,, @MariamArriagada Ya amo a los <COREF CAD=2 IDE=1>haitianos</COREF> su cultura su gente es muy linda,
20, @biobio <COREF CAD=1 IDE=1>Carabineros</COREF> <COREF CAD=2 IDE=2>identifica</COREF> a <COREF CAD=3 IDE=3>oficial</COREF> que <COREF CAD=4 IDE=4>filtró</COREF> <COREF CAD=5 IDE=5>hoja de vida</COREF> de <COREF CAD=6 IDE=6>general</COREF> <COREF CAD=7 IDE=7>Hermes Soto</COREF> http://rbb.cl/jmx7 ,,
20,," @DiazMigan1962 Creo que mas allá de la <COREF CAD=4 IDE=1> filtración de información</COREF>, este tipo de <COREF CAD=6 IDE=2>cargos</COREF>, designados por el presidente de turno, deben respetar antiguedad y el mejor desempeño. Seguramente como están las cosad, no hay otro con mejores antecedentes y si lo hay .....",
20,, @jany_amentis Si <COREF CAD=7 IDE=1>es</COREF> <COREF CAD=6 IDE=2>trabajador público</COREF> no debería ser secreta la <COREF CAD=5 IDE=3>hoja de vida</COREF>. Mala política,
20,,," @Richard_lfv Si tu fueses <COREF CAD=1 IDE=1>Carabinero</COREF>, trabajas en poblaciones, detienes a delincuentes.  Arriesgarías a tu familia? Te lo digo porque en las <COREF CAD=5 IDE=2>hojas de vida</COREF> esta todo tu carpeta de antecedentes personales u policiales, por lo que tu domicilio y familia esta consignado.   Difícil de entender ?"
20,, @antonio53204636 El punto es TRANSPARENCIA CLARIDAD Y NITIDEZ para seleccionar a quienes dirigen <COREF CAD=1 IDE=1>Instituciones</COREF> Empresas Publicas o Privadas tanto o mucho mejor que una selección de personas comunes a cualquier trabajo. El hilo se debe cortar por lo MAS GRUESO y NO por lo mas delgado..,
20,, @Nicoquai Logico... Al unico <COREF CAD=3 IDE=1>paco</COREF> que dice la verdad lo van a mutilar.. en vez de premiarlo por decir la verdad... Lo cagan... Ta linda la <COREF CAD=1 IDE=2>institución</COREF>.. ahora los <COREF CAD=1 IDE=3>pacos</COREF> van a proteger otros #martincito ... Total el <COREF CAD=7 IDE=3>jefe</COREF> ya edta comprado por el gobierno de turno,
20,, @marta_oreste ¿Porqué tanto revuelo?¿es que ud tiene cola que se la pisen? Un <COREF CAD=1 IDE=1>general</COREF> debe tener una <COREF CAD=5 IDE=2>hoja de vida</COREF> intachable desde siempre. El pasado tambien importa y debe ser público.,
20,, @Pepefel1 No es para darlo de baja pero sí una sanción grave y <COREF CAD=3 IDE=1>su</COREF> <COREF CAD=5 IDE=2>hoja de vida</COREF> tachada por el resto de su carrera,
20,," @Dino_Parra <COREF CAD=5 IDE=1>Las Hojas de Vida</COREF> están Calificadas como Confidencial, <COREF CAD=3 IDE=2>aquel</COREF> <COREF CAD=3 IDE=3>oficial </COREF> que <COREF CAD=4 IDE=4>Publica</COREF> <COREF CAD=5 IDE=5>estos </COREF><COREF CAD=5 IDE=6>documentos</COREF>, es considerado poco fiable y perdida absoluta de confianza. Ojalá den <COREF CAD=3 IDE=7>su </COREF>nombre y apellido para saber en quién confiar",
20,, @CarlosVF17 Que importa <COREF CAD=3 IDE=1>quién</COREF> la <COREF CAD=4 IDE=2>filtro</COREF>? Lo importante es que de esa forma el pueblo sabe que tipo está a la <COREF CAD=6 IDE=3>cabeza</COREF> de los <COREF CAD=1 IDE=4>Carabineros</COREF>.,
20,," @Foreverthrash Es decir, sancionamos a quien dice la verdad y favorecemos a quien oculta, con ese actuar con que moral dices defender la justicia.",
20,, @jotamiranda1975 Encontraron inmediatamente <COREF CAD=3 IDE=1>al que</COREF> <COREF CAD=4 IDE=2>filtro</COREF> la <COREF CAD=5 IDE=3>informacion</COREF> de un <COREF CAD=6 IDE=4>General</COREF> ...pero de los <COREF CAD=6 IDE=5>Generales</COREF> que estan metido en el robo de los mas de 20 mil millones nada ...como siempre protegiendo a los <COREF CAD=6 IDE=6>altos mandos y la <COREF CAD=3 IDE=7>tropa</COREF> que se joda.,
20,," @simio_ale Que taparon rápido a <COREF CAD=7 IDE=1>Herpes Soto</COREF> !!!!!!deberían trabajar con esa misma rapidez  para solucionar los crímenes, robos y portonazos.",
20,,," @hivalenzuela Y robos multimillonarios en la <COREF CAD=1 IDE=1>institución</COREF> también!!!que disparen, pero para todos lados!!!"
20,," @adictoazul_1 <COREF CAD=5 IDE=1>hoja de vida</COREF> de <COREF CAD=1 IDE=2>servicios públicos</COREF> o <COREF CAD=1 IDE=3>funcionarios públicos</COREF> debería ser de libre acceso, que esconden??",
20,,, @Ccofre1978hotm1 Es un <COREF CAD=7 IDE=1>carabinero</COREF> que esta constantemente en contra de delicuente si te fijas salen <COREF CAD=5 IDE=2>todos sus datos</COREF>... Como gritarias si sin consentimiento <COREF CAD=4 IDE=3>publicaran</COREF> <COREF CAD=5 IDE=4>todos tus datos</COREF> y tu foto??
20,, @Goleadordefuste Debieran felicitar a <COREF CAD=3 IDE=1>ese paco</COREF> por <COREF CAD=4 IDE=2>transparentar</COREF> la <COREF CAD=5 IDE=3>info</COREF> de los <COREF CAD=6 IDE=4>altos mandos</COREF> a la opinión pública. Basta de tapar chanchullos y pecados de los <COREF CAD=6 IDE=5>cargos públicos</COREF>. Que se sepa todo !!!!!..y con detalle mejor!!!!,
20,,, @ivanjorquera100 Me imagino que usted no ha cometido ningún error en su Vida?
20,," @RorockNewen se robaron 30 mil millones de pesos y el problema es que<COREF CAD=3 IDE=1> un paco</COREF> <COREF CAD=4 IDE=2>filtro</COREF> la <COREF CAD=5 IDE=3>hoja de vida</COREF> de <COREF CAD=7 IDE=4>su general</COREF>, cuando <COREF CAD=5 IDE=5>esta</COREF> debria ser de dominio publico por transpariencia, cada dia mas <COREF CAD=1 IDE=6>crabineros</COREF> se hunde en su propia mierda ",
20,,," @HerreMoishe Defienden la privacidad y quieren que una <COREF CAD=5 IDE=1>hoja de vida</COREF> sea pública no entiendo , entonces publica toda tu vida para que todos la conozcan"
21," @adnradiochile AUDIO | <COREF CAD=1 IDE=1>Mon Laferte</COREF><COREF CAD=2 IDE=2> contra</COREF> <COREF CAD=3 IDE=3>Lollapalooza Chile</COREF>: ""Por la chucha que nos <COREF CAD=4 IDE=4>tratan mal</COREF> en <COREF CAD=5 IDE=5>nuestro país</COREF>"" http://bit.ly/2Dydx9T ",,
21,," @jany_amentis Cierto, en <COREF CAD=5 IDE=1>Chile</COREF> se acostumbra a valorar más al artista extranjero x sobre nuestros compatriotas",
21,,, @Mercado_Humo Se le valora más por la trayectoria convengamos que <COREF CAD=1 IDE=1>Mon Laferte</COREF> <COREF CAD=1 IDE=2>(Monserrat Bustamante)</COREF> como <COREF CAD=1 IDE=3>artista de moda</COREF> es reciente que no se las venga a dar de <COREF CAD=1 IDE=4>diva</COREF>
